翼根弦长,翼中弦长,翼尖弦长,翼根扭转角,翼中扭转角,翼尖扭转角,旋翼直径,叶片数
473.95176066865224,447.0520533583473,320.4964439498431,45.98933997511115,15.39982040505689,0.11248585541150824,7620.0,3
517.4200592635718,289.5141713733716,214.95726938235134,42.19736241087929,11.648437667838667,4.127705503126201,7620.0,3
364.5257629119484,347.5243753907066,242.62902047019497,46.69307844013129,17.778600414240472,4.218386533808829,7620.0,3
411.78049103329386,401.5033163507153,231.64556119862306,46.994711567595836,13.455241273788808,-3.026662300519283,7620.0,3
535.9850276943945,421.0579874651502,264.50044979791176,47.76174119342021,20.380360353726395,-7.010382308327033,7620.0,3
439.19857769981957,300.57005779994455,258.9385513754106,32.18283970551257,19.614244014719443,4.276109985267363,7620.0,3
425.43136453835825,413.7971182730828,317.9726410101494,31.73165327318733,19.370338063983798,-5.610243387133022,7620.0,3
553.4902296873656,360.5274665670063,321.52399678951974,33.20806366521216,13.398318079069611,-1.2542146645438823,7620.0,3
426.4500104093805,405.1025370103928,354.5109972831005,35.22530882339581,15.00016218516,-9.892783047988253,7620.0,3
474.11706517451177,369.3617664013727,353.7659900767975,35.02018216973329,23.462758661452987,-6.801376953244688,7620.0,3
486.4700209778774,403.09818164895955,311.6296557889205,34.675906172053814,21.765065867429087,4.11068898113928,7620.0,3
307.787182237276,303.41396706598516,229.82417808630356,32.22097069617182,15.180469899381581,-8.670262056945429,7620.0,3
528.0390302040989,314.2544746085151,220.89302226919895,36.6977132220411,14.129100137548875,3.316874429602791,7620.0,3
480.33821410317915,371.628439022214,260.5752236742236,36.73978908429218,23.491212953830637,-3.3308228296724787,7620.0,3
494.03965500127947,451.2560018711506,333.6591902560889,38.09456770304644,15.28470680160946,-7.194319475546104,7620.0,3
424.60675057699507,344.22360397847024,277.1106916082722,38.20179489307627,24.496332124441224,-8.63361988754529,7620.0,3
539.1973307630906,379.62158605489833,345.7754920413539,30.812849108555362,15.353936670601783,-1.371044489288117,7620.0,3
482.1728489919176,379.8363959403074,281.53459729282264,31.673679061468395,14.944031756038083,-4.011299894653812,7620.0,3
528.5181988517481,426.2347156192446,313.5284461450531,30.55421416336036,21.577778301480453,-2.780065027843297,7620.0,3
408.6440622218929,338.715285323226,301.8259693134052,39.507367533423675,14.030632327344165,0.4626637359298993,7620.0,3
412.483766636422,353.9194481979231,327.6825899213955,44.98890425752269,16.83462482462561,-0.12323834677464873,7620.0,3
363.1078322481028,346.2552599588671,266.2354271992508,46.485509570636054,16.610965105765302,2.9234180068868714,7620.0,3
403.0628390826582,313.63384682606227,265.9508241690733,32.468612401503215,21.711027110049226,-5.522048364829431,7620.0,3
429.53268519039386,251.51023118291775,218.61422481724398,36.336744649869104,16.028165896468536,4.77136583229221,7620.0,3
546.3079125634071,350.7368116807284,311.54590451457636,36.54818567230316,14.615791474260714,-4.039903566136035,7620.0,3
545.3361551142136,423.8994893221327,329.19133064381344,36.01930792881551,22.591542252323507,3.08497204783939,7620.0,3
464.3031879425134,450.14023610272113,280.67642280751187,44.633283094264385,14.478019496286905,-8.106025688114096,7620.0,3
471.5346420171288,471.0814198066082,305.69185988265735,36.00412893834492,13.591781766983445,-8.187430695588368,7620.0,3
359.01401844007364,266.9327909687149,263.605019073054,44.1885081394301,12.991128171689741,4.597626637886204,7620.0,3
529.9039448933557,361.952131414376,213.4867025465662,40.8843823941146,15.53325348704957,-6.378409135991003,7620.0,3
414.1028345228173,329.3425476506643,270.07796425851996,41.24657486467959,17.91230238117825,-8.794076228760247,7620.0,3
487.0958317785633,408.6319146988527,238.11349202648935,48.37605243825491,15.539971916854984,-9.457765025422662,7620.0,3
453.2361782324633,336.04985872211284,306.99180165325436,43.69792475697135,16.171458601515702,3.9690016899538243,7620.0,3
370.7004435248849,351.20000909916,282.0148958146821,42.86924678575224,14.163098106039588,-0.2484242701418271,7620.0,3
429.11809417838367,308.73171460531876,300.0141707987769,46.74270806929255,15.975564788540423,-6.710194723308822,7620.0,3
449.8411906533702,384.5102752671096,243.06375306459313,48.332202680707596,14.594392198089706,-4.982133132598172,7620.0,3
396.24467276624443,305.76301368053663,291.31749565834383,33.78219656230754,14.790139368394552,-5.662813083981998,7620.0,3
496.69846857436676,308.231663498609,284.1078372253361,33.156198139768264,16.99293150504115,-9.719087233898565,7620.0,3
437.91791806270294,407.6300916803989,214.17442709750347,41.47928972497121,17.905279319926386,2.848202806724,7620.0,3
547.6438459220894,350.12204755812263,313.5604984651024,35.826558146529635,13.76600090511138,-0.5113986071137084,7620.0,3
449.5776608591692,426.7715976055396,343.0295349142916,30.757699107699263,14.653680470315106,-2.719210019706961,7620.0,3
527.8706134725006,402.8757104727475,221.14662219581274,40.662392220701456,11.960038002601713,1.1539036026416198,7620.0,3
527.2764046196263,367.56140727204684,338.01875455969184,45.852127292647054,23.09109236875912,0.43036319057508976,7620.0,3
417.84885559274903,293.7044717813381,216.16821825367632,32.19055492365159,21.22367707072771,4.28131964380475,7620.0,3
479.773291134926,369.4137812731898,233.3452244945575,37.837386116833706,11.11401704757272,-0.22985743067734354,7620.0,3
388.55909098261077,315.57988384973174,244.21459990412177,33.750430782037675,12.205771060046946,-9.07373172055686,7620.0,3
473.1165750828045,345.48847418652485,343.2953191109972,40.94379695507361,16.894787120710834,-6.674424715612432,7620.0,3
316.7103150496654,316.0435461108416,271.8432003125156,30.335545611546895,17.622675660407502,3.7642493835481083,7620.0,3
539.2640052321661,421.41156110204463,278.55037589905066,30.231180459355933,11.904807050918194,-3.6740042137191473,7620.0,3
515.2328958182021,292.08597879719406,251.03203195137027,40.81407507216588,14.214892269923979,-3.7844406892098075,7620.0,3
423.13854679319866,417.4918638187538,259.21335038806313,39.427170188490166,17.963141642771262,-4.686105856220498,7620.0,3
515.5080766601105,355.33116356911046,342.29186202103585,41.35218651128324,12.770795297804998,-4.431122645449054,7620.0,3
535.0562788731784,444.74365042275576,325.28531485425583,49.66627877321285,20.78933967903066,-2.8152832545107334,7620.0,3
464.327894273644,401.11032139469523,249.81786793936786,41.29436001264311,21.359144608389812,-2.2302004370743944,7620.0,3
553.7209273437671,381.0882094118472,265.98080380686764,30.31389667491793,13.8256427674688,-2.1750440387207863,7620.0,3
328.8394239797975,316.2973962147394,235.67079231829587,36.16731446270847,11.476471076492002,1.0897013374612428,7620.0,3
505.0606330480694,433.1918027251213,215.7017165784456,30.02667925597873,21.291842716140586,-6.752583887132406,7620.0,3
410.153948435394,306.54071108810984,231.53429436974108,30.51665097394442,24.28127677559131,-2.872149882377033,7620.0,3
467.0624148083722,420.0706357761206,376.1461649105994,38.40739208324459,12.66948828568049,-8.835584258345673,7620.0,3
428.9605449160025,309.14584971594513,303.00097149952757,42.87528428638693,20.15780740899583,-1.01035358088199,7620.0,3
487.59445451725963,404.67119869316457,320.0917098889532,31.114475665524694,15.507925056087583,-5.3573183883002,7620.0,3
440.58924346094005,310.4416267202353,226.81320906629705,40.65283238542359,18.731876093248697,-2.937129304576149,7620.0,3
354.7535056483248,312.58543777553416,226.78325402896203,46.74854915689271,17.842765417451183,-5.407044862372944,7620.0,3
427.22199006651,426.96578875706507,300.66074927149276,40.187905936526604,13.95285642978692,-5.781076623977153,7620.0,3
451.1377563647843,403.6152508550449,240.93614406364634,37.724836820591065,19.352640147996453,-6.11592574722091,7620.0,3
499.6915423608916,424.9223856942243,216.61951677419586,39.079974843137336,17.031261359228097,-4.868726943817135,7620.0,3
488.8230463552196,432.71404433274745,246.27671950928104,31.52281511077816,17.519222846130468,-9.002994859367485,7620.0,3
516.7711411287203,342.74132370932034,319.28778823028,33.44166042970667,21.444439208378355,-6.056022708984926,7620.0,3
547.8075235757332,385.9336357229944,305.76550995147375,43.0536207018032,11.00995400499622,4.705382970751284,7620.0,3
525.2381138737604,286.1213126719271,258.37517503664907,38.9789501940693,24.79947318852446,-5.5548808363605655,7620.0,3
472.5859299284525,377.5771723120992,291.0075725068923,46.40189007233672,16.1225807806742,1.7613338533610765,7620.0,3
435.366852159097,368.3489496622726,339.2014070104846,31.331015082718576,20.336594457775306,-2.996098557919921,7620.0,3
491.26410440168627,304.85861340346855,272.0558459160375,42.775130783038506,15.850354725191167,-0.8246513155805886,7620.0,3
456.3402510318142,309.7878252654074,250.58468426064124,45.15012717583083,17.762320060886893,-8.82980080516287,7620.0,3
438.1770501648245,393.1815206417349,333.95435398619964,49.64496034606779,20.43913918377408,-1.320652707807982,7620.0,3
384.9190246783488,360.36409438483986,282.8943092821365,41.550188052482724,12.711356332067002,-9.863819108629503,7620.0,3
520.0444600023513,368.65849452807896,347.4009785058976,35.97350093456635,12.718387492588306,-6.953876351556234,7620.0,3
535.2969542899549,396.05738387943416,373.00267338398237,34.55447360975163,20.62366471734954,-1.2175021875125385,7620.0,3
385.6350769499251,258.96359684478654,248.94138540030437,47.53086200056299,13.6125755791712,-4.539453572300296,7620.0,3
411.9190706929842,385.7562332667537,369.62716403324833,38.82261148709567,19.331084785257293,2.830334739509004,7620.0,3
454.3470467847861,313.66949392199245,282.0706867612482,32.823091988104764,24.925610128328287,2.569433144795143,7620.0,3
397.86199180081724,353.6154722256332,335.32912457621404,44.338521882878354,10.358958766379692,-9.340443563988792,7620.0,3
519.211206691333,260.6747519195166,256.00077400003966,41.25958280556464,13.741792964838956,3.4460423702274383,7620.0,3
501.00113754121077,390.51413871438024,285.0639738966147,46.18964694304246,13.127952657778971,-5.1601302828787095,7620.0,3
